"file","replicate","experiment","fraction"
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E01_G1_01_7402.d","rep4","E01",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E02_G2_01_7403.d","rep4","E02",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E03_G3_01_7404.d","rep4","E03",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E04_G4_01_7406.d","rep4","E04",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E05_G5_01_7407.d","rep4","E05",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E06_G6_01_7408.d","rep4","E06",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E07_G7_01_7409.d","rep4","E07",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E08_G8_01_7435.d","rep4","E08",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E09_G9_01_7425.d","rep4","E09",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E10_G10_01_7426.d","rep4","E10",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E11_G11_01_7427.d","rep4","E11",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E12_G12_01_7428.d","rep4","E12",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-E12_G12_01_7436.d","rep4","E12",2
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A01_A1_01_7315.d","rep4","A01",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A02_A2_01_7316.d","rep4","A02",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A03_A3_01_7317.d","rep4","A03",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A04_A4_01_7318.d","rep4","A04",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A05_A5_01_7319.d","rep4","A05",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A06_A6_01_7320.d","rep4","A06",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A07_A7_01_7321.d","rep4","A07",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A08_A8_01_7322.d","rep4","A08",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A09_A9_01_7323.d","rep4","A09",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A10_A10_01_7324.d","rep4","A10",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A11_A11_01_7326.d","rep4","A11",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-A12_A12_01_7327.d","rep4","A12",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B01_B1_01_7328.d","rep4","B01",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B02_B2_01_7329.d","rep4","B02",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B03_B3_01_7330.d","rep4","B03",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B04_B4_01_7331.d","rep4","B04",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B05_B5_01_7332.d","rep4","B05",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B06_B6_01_7333.d","rep4","B06",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B07_B7_01_7334.d","rep4","B07",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B08_B8_01_7335.d","rep4","B08",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B09_B9_01_7337.d","rep4","B09",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B10_B10_01_7338.d","rep4","B10",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B11_B11_01_7343.d","rep4","B11",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-B12_B12_01_7344.d","rep4","B12",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C01_C1_01_7345.d","rep4","C01",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C02_C2_01_7346.d","rep4","C02",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C03_C3_01_7347.d","rep4","C03",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C04_C4_01_7348.d","rep4","C04",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C05_C5_01_7349.d","rep4","C05",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C06_C6_01_7350.d","rep4","C06",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C07_C7_01_7352.d","rep4","C07",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C08_C8_01_7353.d","rep4","C08",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C09_C9_01_7354.d","rep4","C09",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C10_C10_01_7355.d","rep4","C10",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C11_C11_01_7356.d","rep4","C11",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-C12_C12_01_7357.d","rep4","C12",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-D01_D1_01_7358.d","rep4","D01",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-D02_D2_01_7359.d","rep4","D02",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-D04_D4_01_7373.d","rep4","D04",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-D05_F5_01_7434.d","rep4","D05",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-D06_D6_01_7390.d","rep4","D06",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-D07_F7_01_7396.d","rep4","D07",1
"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD013809/CK-170615-D03-repeat_D3_01_6419.d","rep4","D03",1
