"replicate","experiment","fraction","file"
"SEC2","fraction32",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction32_repeat_2.raw"
"SEC2","fraction32",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction32_repeat.raw"
"SEC2","fraction32",3,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction32.raw"
"SEC2","fraction33",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction33_repeat_2.raw"
"SEC2","fraction33",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction33_repeat.raw"
"SEC2","fraction33",3,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction33.raw"
"SEC2","fraction34",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction34_repeat_2.raw"
"SEC2","fraction34",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction34_repeat_3.raw"
"SEC2","fraction34",3,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction34.raw"
"SEC2","fraction35",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction35_repeat_2.raw"
"SEC2","fraction35",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction35.raw"
"SEC2","fraction36",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction36_repeat_2.raw"
"SEC2","fraction36",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction36_repeat.raw"
"SEC2","fraction36",3,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction36.raw"
"SEC2","fraction37",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction37_repeat_2.raw"
"SEC2","fraction37",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction37_repeat.raw"
"SEC2","fraction37",3,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction37.raw"
"SEC2","fraction38",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction38_repeat_2.raw"
"SEC2","fraction38",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction38_repeat.raw"
"SEC2","fraction38",3,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction38.raw"
"SEC2","fraction39",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction39.raw"
"SEC2","fraction40",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction40.raw"
"SEC2","fraction41",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction41.raw"
"SEC2","fraction42",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction42.raw"
"SEC2","fraction43",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction43.raw"
"SEC2","fraction44",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction44.raw"
"SEC2","fraction45",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction45.raw"
"SEC2","fraction46",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction46_repeat.raw"
"SEC2","fraction46",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction46.raw"
"SEC2","fraction47",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction47.raw"
"SEC2","fraction48",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction48_repeat.raw"
"SEC2","fraction48",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction48.raw"
"SEC2","fraction49",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction49_repeat_130919090944.raw"
"SEC2","fraction49",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction49_repeat.raw"
"SEC2","fraction49",3,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction49.raw"
"SEC2","fraction50",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction50_repeat.raw"
"SEC2","fraction50",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction50.raw"
"SEC2","fraction51",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction51_repeat.raw"
"SEC2","fraction51",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction51.raw"
"SEC2","fraction52",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction52.raw"
"SEC2","fraction53",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction53.raw"
"SEC2","fraction54",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction54.raw"
"SEC2","fraction55",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/Nsco_20130906_SEC_PCP_SILAC_4hr_fraction55.raw"
"BN3","fraction01",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction01.raw"
"BN3","fraction02",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction02.raw"
"BN3","fraction03",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction03.raw"
"BN3","fraction04",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction04.raw"
"BN3","fraction05",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction05.raw"
"BN3","fraction06",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction06.raw"
"BN3","fraction07",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction07.raw"
"BN3","fraction08",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction08.raw"
"BN3","fraction09",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction09.raw"
"BN3","fraction10",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction10.raw"
"BN3","fraction11",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction11.raw"
"BN3","fraction12",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction12.raw"
"BN3","fraction13",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction13.raw"
"BN3","fraction14",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction14.raw"
"BN3","fraction15",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction15-repeat.raw"
"BN3","fraction16",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction16-repeat.raw"
"BN3","fraction17",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction17-repeat.raw"
"BN3","fraction18",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction18.raw"
"BN3","fraction19",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction19.raw"
"BN3","fraction20",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction20-repeat.raw"
"BN3","fraction20",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction20.raw"
"BN3","fraction21",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction21-repeat.raw"
"BN3","fraction21",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction21.raw"
"BN3","fraction22",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction22-repeat.raw"
"BN3","fraction22",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction22.raw"
"BN3","fraction23",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction23-repeat.raw"
"BN3","fraction23",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction23.raw"
"BN3","fraction24",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction24-repeat.raw"
"BN3","fraction24",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction24.raw"
"BN3","fraction25",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction25-repeat.raw"
"BN3","fraction25",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction25.raw"
"BN3","fraction26",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction26-repeat.raw"
"BN3","fraction26",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction26.raw"
"BN3","fraction27",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction27-repeat.raw"
"BN3","fraction27",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction27.raw"
"BN3","fraction28",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction28-repeat.raw"
"BN3","fraction28",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction28.raw"
"BN3","fraction29",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction29-repeat.raw"
"BN3","fraction29",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction29.raw"
"BN3","fraction30",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction30-repeat.raw"
"BN3","fraction30",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction30.raw"
"BN3","fraction31",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction31-repeat.raw"
"BN3","fraction31",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction31.raw"
"BN3","fraction32",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction32-repeat.raw"
"BN3","fraction32",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction32.raw"
"BN3","fraction33",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction33.raw"
"BN3","fraction34",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction34.raw"
"BN3","fraction35",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction35.raw"
"BN3","fraction36",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction36.raw"
"BN3","fraction37",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction37.raw"
"BN3","fraction38",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction38.raw"
"BN3","fraction39",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction39.raw"
"BN3","fraction40",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction40.raw"
"BN3","fraction41",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction41.raw"
"BN3","fraction42",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction42.raw"
"BN3","fraction43",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction43-repeat.raw"
"BN3","fraction44",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction44-repeat.raw"
"BN3","fraction45",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction45-repeat.raw"
"BN3","fraction46",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction46-repeat.raw"
"BN3","fraction47",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction47-repeat.raw"
"BN3","fraction48",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction48-repeat.raw"
"BN3","fraction48",2,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction48-repeat2.raw"
"BN3","fraction49",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction49.raw"
"BN3","fraction50",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction50.raw"
"BN3","fraction51",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction51.raw"
"BN3","fraction52",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction52.raw"
"BN3","fraction53",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction53.raw"
"BN3","fraction54",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction54.raw"
"BN3","fraction55",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_4hr_Mito_rep3_fraction55.raw"
"untreated","fraction01",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction01.raw"
"untreated","fraction02",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction02.raw"
"untreated","fraction03",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction03.raw"
"untreated","fraction04",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction04.raw"
"untreated","fraction05",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction05.raw"
"untreated","fraction06",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction06.raw"
"untreated","fraction07",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction07_repeat.raw"
"untreated","fraction08",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction08_repeat.raw"
"untreated","fraction09",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction09.raw"
"untreated","fraction10",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction10.raw"
"untreated","fraction11",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction11.raw"
"untreated","fraction12",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction12.raw"
"untreated","fraction13",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction13.raw"
"untreated","fraction14",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction14.raw"
"untreated","fraction15",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction15.raw"
"untreated","fraction16",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction16.raw"
"untreated","fraction17",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction17.raw"
"untreated","fraction18",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction18.raw"
"untreated","fraction19",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction19.raw"
"untreated","fraction20",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130426_fraction20.raw"
"untreated","fraction21",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction21.raw"
"untreated","fraction22",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction22.raw"
"untreated","fraction23",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction23.raw"
"untreated","fraction24",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction24.raw"
"untreated","fraction25",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction25.raw"
"untreated","fraction26",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction26.raw"
"untreated","fraction27",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction27.raw"
"untreated","fraction28",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction28.raw"
"untreated","fraction29",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction29.raw"
"untreated","fraction30",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction30.raw"
"untreated","fraction31",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction31.raw"
"untreated","fraction32",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction32.raw"
"untreated","fraction33",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction33.raw"
"untreated","fraction34",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction34.raw"
"untreated","fraction35",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction35.raw"
"untreated","fraction36",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction36.raw"
"untreated","fraction37",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction37.raw"
"untreated","fraction38",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction38.raw"
"untreated","fraction39",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction39.raw"
"untreated","fraction40",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction40_repeat_2.raw"
"untreated","fraction41",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SEC_SILAC_20130501_fraction41_repea.raw"
"BN2","fraction01",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction01.raw"
"BN2","fraction02",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction02.raw"
"BN2","fraction03",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction03.raw"
"BN2","fraction04",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction04.raw"
"BN2","fraction05",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction05.raw"
"BN2","fraction06",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction06.raw"
"BN2","fraction07",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction07.raw"
"BN2","fraction08",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction08.raw"
"BN2","fraction09",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction09.raw"
"BN2","fraction10",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction10.raw"
"BN2","fraction11",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction11.raw"
"BN2","fraction12",1,"/home/skinnim/projects/rrg-ljfoster-ab/skinnim/CFdb/PXD002892/NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction12.raw"
