Name	Fraction	Experiment
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction20_rep2_131209200603	2	70
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction21	1	71
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction21_rep2_131209232850	2	71
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction22_rep2	2	72
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction23	1	73
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction23_rep2	2	73
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction24_rep2	2	74
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction25	2	75
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction26	2	76
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction27	2	77
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction28	2	78
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction29	2	79
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction30	2	80
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction31	1	81
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction31_repeat	2	81
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction32	2	82
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction33	2	83
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction34	2	84
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction35	2	85
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction36	2	86
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction37	2	87
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction38	2	88
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction39	2	89
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction40	2	90
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction41	2	91
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction42	2	92
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction43	2	93
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction44	2	94
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction45	2	95
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction46	2	96
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction47	2	97
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction48	2	98
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction49	2	99
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction50	2	100
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction51	2	101
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction52	2	102
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction53	2	103
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction54	2	104
NSco_PCP_SILAC_BNPAGE_apoptosis_mito_rep2_fraction55	2	105
NSco_4hr_Mito_rep3_fraction01	2	106
NSco_4hr_Mito_rep3_fraction02	2	107
NSco_4hr_Mito_rep3_fraction03	2	108
NSco_4hr_Mito_rep3_fraction04	2	109
NSco_4hr_Mito_rep3_fraction05	2	110
NSco_4hr_Mito_rep3_fraction06	2	111
NSco_4hr_Mito_rep3_fraction07	2	112
NSco_4hr_Mito_rep3_fraction08	2	113
NSco_4hr_Mito_rep3_fraction09	2	114
NSco_4hr_Mito_rep3_fraction10	2	115
NSco_4hr_Mito_rep3_fraction11	2	116
NSco_4hr_Mito_rep3_fraction12	2	117
NSco_4hr_Mito_rep3_fraction13	2	118
NSco_4hr_Mito_rep3_fraction14	2	119
NSco_4hr_Mito_rep3_fraction15-failed	1	120
NSco_4hr_Mito_rep3_fraction15-repeat	2	120
NSco_4hr_Mito_rep3_fraction16-failed	1	121
NSco_4hr_Mito_rep3_fraction16-repeat	2	121
NSco_4hr_Mito_rep3_fraction17-repeat	2	122
NSco_4hr_Mito_rep3_fraction18	2	123
NSco_4hr_Mito_rep3_fraction19	2	124
NSco_4hr_Mito_rep3_fraction20	2	125
NSco_4hr_Mito_rep3_fraction20-repeat	2	125
NSco_4hr_Mito_rep3_fraction21	1	126
NSco_4hr_Mito_rep3_fraction21-repeat	2	126
NSco_4hr_Mito_rep3_fraction22	1	127
NSco_4hr_Mito_rep3_fraction22-repeat	2	127
NSco_4hr_Mito_rep3_fraction23	1	128
NSco_4hr_Mito_rep3_fraction23-repeat	2	128
NSco_4hr_Mito_rep3_fraction24	1	129
NSco_4hr_Mito_rep3_fraction24-repeat	2	129
NSco_4hr_Mito_rep3_fraction25	1	130
NSco_4hr_Mito_rep3_fraction25-repeat	2	130
NSco_4hr_Mito_rep3_fraction26	1	131
NSco_4hr_Mito_rep3_fraction26-repeat	2	131
NSco_4hr_Mito_rep3_fraction27	1	132
NSco_4hr_Mito_rep3_fraction27-repeat	2	132
NSco_4hr_Mito_rep3_fraction28	1	133
NSco_4hr_Mito_rep3_fraction28-repeat	2	133
NSco_4hr_Mito_rep3_fraction29	1	134
NSco_4hr_Mito_rep3_fraction29-repeat	2	134
NSco_4hr_Mito_rep3_fraction30	1	135
NSco_4hr_Mito_rep3_fraction30-repeat	2	135
NSco_4hr_Mito_rep3_fraction31	1	136
NSco_4hr_Mito_rep3_fraction31-repeat	2	136
NSco_4hr_Mito_rep3_fraction32	1	137
NSco_4hr_Mito_rep3_fraction32-repeat	2	137
NSco_4hr_Mito_rep3_fraction33	2	138
NSco_4hr_Mito_rep3_fraction34	2	139
NSco_4hr_Mito_rep3_fraction35	2	140
NSco_4hr_Mito_rep3_fraction36	2	141
NSco_4hr_Mito_rep3_fraction37	2	142
NSco_4hr_Mito_rep3_fraction38	2	143
NSco_4hr_Mito_rep3_fraction39	2	144
NSco_4hr_Mito_rep3_fraction40	2	145
NSco_4hr_Mito_rep3_fraction41	2	146
NSco_4hr_Mito_rep3_fraction42	2	147
NSco_4hr_Mito_rep3_fraction43-repeat	2	148
NSco_4hr_Mito_rep3_fraction44-repeat	2	149
NSco_4hr_Mito_rep3_fraction45-repeat	2	150
NSco_4hr_Mito_rep3_fraction46-repeat	2	151
NSco_4hr_Mito_rep3_fraction47-repeat	2	152
NSco_4hr_Mito_rep3_fraction48-repeat	1	153
NSco_4hr_Mito_rep3_fraction48-repeat2	2	153
NSco_4hr_Mito_rep3_fraction49	2	154
NSco_4hr_Mito_rep3_fraction50	2	155
NSco_4hr_Mito_rep3_fraction51	2	156
NSco_4hr_Mito_rep3_fraction52	2	157
NSco_4hr_Mito_rep3_fraction53	2	158
NSco_4hr_Mito_rep3_fraction54	2	159
NSco_4hr_Mito_rep3_fraction55	2	160
