"filename","replicate","experiment","fraction"
"WAN1100427_OT2_Celegans_HCW_P1D10.mzXML","expt_1","P1D10",1
"WAN1100427_OT2_Celegans_HCW_P1D12.mzXML","expt_1","P1D12",1
"WAN1100427_OT2_Celegans_HCW_P1E01.mzXML","expt_1","P1E01",1
"WAN1100427_OT2_Celegans_HCW_P1E02.mzXML","expt_1","P1E02",1
"WAN1100427_OT2_Celegans_HCW_P1E03.mzXML","expt_1","P1E03",1
"WAN1100427_OT2_Celegans_HCW_P1E04.mzXML","expt_1","P1E04",1
"WAN1100427_OT2_Celegans_HCW_P1E05.mzXML","expt_1","P1E05",1
"WAN1100427_OT2_Celegans_HCW_P1E06.mzXML","expt_1","P1E06",1
"WAN1100427_OT2_Celegans_HCW_P1E07.mzXML","expt_1","P1E07",1
"WAN1100427_OT2_Celegans_HCW_P1E08.mzXML","expt_1","P1E08",1
"WAN1100427_OT2_Celegans_HCW_P1E09.mzXML","expt_1","P1E09",1
"WAN1100427_OT2_Celegans_HCW_P1E10.mzXML","expt_1","P1E10",1
"WAN120611_OT1_Celegans_beads_A_elute_P1A016.mzXML","expt_2","P1A016",1
"WAN120611_OT1_Celegans_beads_A_elute_P1A07.mzXML","expt_2","P1A07",1
"WAN120611_OT1_Celegans_beads_A_elute_P1A08.mzXML","expt_2","P1A08",1
"WAN120611_OT1_Celegans_beads_A_elute_P1A09.mzXML","expt_2","P1A09",1
"WAN120611_OT1_Celegans_beads_A_elute_P1A10.mzXML","expt_2","P1A10",1
"WAN120611_OT1_Celegans_beads_A_elute_P1A11.mzXML","expt_2","P1A11",1
"WAN120611_OT1_Celegans_beads_A_elute_P1A12.mzXML","expt_2","P1A12",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B01.mzXML","expt_2","P1B01",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B02.mzXML","expt_2","P1B02",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B03.mzXML","expt_2","P1B03",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B04.mzXML","expt_2","P1B04",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B05.mzXML","expt_2","P1B05",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B06.mzXML","expt_2","P1B06",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B07.mzXML","expt_2","P1B07",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B08.mzXML","expt_2","P1B08",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B09.mzXML","expt_2","P1B09",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B10.mzXML","expt_2","P1B10",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B11.mzXML","expt_2","P1B11",1
"WAN120611_OT1_Celegans_beads_A_elute_P1B12.mzXML","expt_2","P1B12",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C01.mzXML","expt_2","P1C01",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C02.mzXML","expt_2","P1C02",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C03.mzXML","expt_2","P1C03",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C04.mzXML","expt_2","P1C04",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C05.mzXML","expt_2","P1C05",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C06.mzXML","expt_2","P1C06",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C07.mzXML","expt_2","P1C07",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C08.mzXML","expt_2","P1C08",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C09.mzXML","expt_2","P1C09",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C10.mzXML","expt_2","P1C10",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C11.mzXML","expt_2","P1C11",1
"WAN120611_OT1_Celegans_beads_A_elute_P1C12.mzXML","expt_2","P1C12",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D01.mzXML","expt_2","P1D01",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D02.mzXML","expt_2","P1D02",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D03.mzXML","expt_2","P1D03",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D04.mzXML","expt_2","P1D04",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D05.mzXML","expt_2","P1D05",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D06.mzXML","expt_2","P1D06",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D07.mzXML","expt_2","P1D07",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D08.mzXML","expt_2","P1D08",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D09.mzXML","expt_2","P1D09",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D10.mzXML","expt_2","P1D10",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D11.mzXML","expt_2","P1D11",1
"WAN120611_OT1_Celegans_beads_A_elute_P1D12.mzXML","expt_2","P1D12",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E01.mzXML","expt_2","P1E01",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E02.mzXML","expt_2","P1E02",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E03.mzXML","expt_2","P1E03",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E04.mzXML","expt_2","P1E04",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E05.mzXML","expt_2","P1E05",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E06.mzXML","expt_2","P1E06",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E07.mzXML","expt_2","P1E07",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E08.mzXML","expt_2","P1E08",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E09.mzXML","expt_2","P1E09",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E10.mzXML","expt_2","P1E10",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E11.mzXML","expt_2","P1E11",1
"WAN120611_OT1_Celegans_beads_A_elute_P1E12.mzXML","expt_2","P1E12",1
"WAN120611_OT1_Celegans_beads_A_elute_P1F01.mzXML","expt_2","P1F01",1
"WAN120611_OT1_Celegans_beads_A_elute_P1F02.mzXML","expt_2","P1F02",1
"WAN120611_OT1_Celegans_beads_A_elute_P1F03.mzXML","expt_2","P1F03",1
"WAN120611_OT1_Celegans_beads_A_elute_P1F04.mzXML","expt_2","P1F04",1
"WAN120611_OT1_Celegans_beads_A_elute_P1F0510.mzXML","expt_2","P1F0510",1
"WAN120514_OT2_CW_celegans_ups_P1A07.mzXML","expt_3","P1A07",1
"WAN120514_OT2_CW_celegans_ups_P1A09.mzXML","expt_3","P1A09",1
"WAN120514_OT2_CW_celegans_ups_P1A12.mzXML","expt_3","P1A12",1
"WAN120514_OT2_CW_celegans_ups_P1B01.mzXML","expt_3","P1B01",1
"WAN120514_OT2_CW_celegans_ups_P1B04.mzXML","expt_3","P1B04",1
"WAN120514_OT2_CW_celegans_ups_P1B05.mzXML","expt_3","P1B05",1
"WAN120514_OT2_CW_celegans_ups_P1B07.mzXML","expt_3","P1B07",1
"WAN120514_OT2_CW_celegans_ups_P1B08.mzXML","expt_3","P1B08",1
"WAN120514_OT2_CW_celegans_ups_P1B09.mzXML","expt_3","P1B09",1
"WAN120514_OT2_CW_celegans_ups_P1B10.mzXML","expt_3","P1B10",1
"WAN120514_OT2_CW_celegans_ups_P1C01.mzXML","expt_3","P1C01",1
"WAN120514_OT2_CW_celegans_ups_P1C04.mzXML","expt_3","P1C04",1
"WAN120514_OT2_CW_celegans_ups_P1C05.mzXML","expt_3","P1C05",1
"WAN120514_OT2_CW_celegans_ups_P1C07.mzXML","expt_3","P1C07",1
"WAN120514_OT2_CW_celegans_ups_P1C10.mzXML","expt_3","P1C10",1
"WAN120514_OT2_CW_celegans_ups_P1C12.mzXML","expt_3","P1C12",1
"WAN120514_OT2_CW_celegans_ups_P1D01.mzXML","expt_3","P1D01",1
"WAN120514_OT2_CW_celegans_ups_P1D03.mzXML","expt_3","P1D03",1
"WAN120514_OT2_CW_celegans_ups_P1D06.mzXML","expt_3","P1D06",1
"WAN120514_OT2_CW_celegans_ups_P1D07.mzXML","expt_3","P1D07",1
"WAN120514_OT2_CW_celegans_ups_P1D12.mzXML","expt_3","P1D12",1
"WAN120514_OT2_CW_celegans_ups_P1E01.mzXML","expt_3","P1E01",1
"WAN120514_OT2_CW_celegans_ups_P1E03.mzXML","expt_3","P1E03",1
"WAN120514_OT2_CW_celegans_ups_P1E05.mzXML","expt_3","P1E05",1
"WAN120514_OT2_CW_celegans_ups_P1E07.mzXML","expt_3","P1E07",1
"WAN120514_OT2_CW_celegans_ups_P1E10.mzXML","expt_3","P1E10",1
"WAN120514_OT2_CW_celegans_ups_P1E12.mzXML","expt_3","P1E12",1
"WAN120514_OT2_CW_celegans_ups_P1F01.mzXML","expt_3","P1F01",1
"WAN120514_OT2_CW_celegans_ups_P1F03.mzXML","expt_3","P1F03",1
"WAN120514_OT2_CW_celegans_ups_P1F05.mzXML","expt_3","P1F05",1
"WAN120514_OT2_CW_celegans_ups_P1F12.mzXML","expt_3","P1F12",1
"WAN120514_OT2_CW_celegans_ups_P1G01.mzXML","expt_3","P1G01",1
"WAN120514_OT2_CW_celegans_ups_P1G02.mzXML","expt_3","P1G02",1
"WAN120514_OT2_CW_celegans_ups_P1G03.mzXML","expt_3","P1G03",1
"WAN120514_OT2_CW_celegans_ups_P1G04.mzXML","expt_3","P1G04",1
"WAN120514_OT2_CW_celegans_ups_P1G05.mzXML","expt_3","P1G05",1
"WAN120514_OT2_CW_celegans_ups_P1G06.mzXML","expt_3","P1G06",1
"WAN120514_OT2_CW_celegans_ups_P1G08.mzXML","expt_3","P1G08",1
"WAN120514_OT2_CW_celegans_ups_P1G09.mzXML","expt_3","P1G09",1
"WAN120514_OT2_CW_celegans_ups_P1G10.mzXML","expt_3","P1G10",1
"WAN120514_OT2_CW_celegans_ups_P1G11.mzXML","expt_3","P1G11",1
"WAN120514_OT2_CW_celegans_ups_P1H01.mzXML","expt_3","P1H01",1
"WAN120514_OT2_CW_celegans_ups_P1H02.mzXML","expt_3","P1H02",1
"WAN120514_OT2_CW_celegans_ups_P1H03.mzXML","expt_3","P1H03",1
"WAN120514_OT2_CW_celegans_ups_P1H05.mzXML","expt_3","P1H05",1
"WAN120514_OT2_CW_celegans_ups_P1H09.mzXML","expt_3","P1H09",1
"WAN120514_OT2_CW_celegans_ups_P1H11.mzXML","expt_3","P1H11",1
"WAN120514_OT2_CW_celegans_ups_P1H12.mzXML","expt_3","P1H12",1
"WAN120514_OT2_CW_celegans_ups_P2A04.mzXML","expt_3","P2A04",1
"WAN120514_OT2_CW_celegans_ups_P2A10.mzXML","expt_3","P2A10",1
"WAN120514_OT2_CW_celegans_ups_P2B03.mzXML","expt_3","P2B03",1
"WAN120514_OT2_CW_celegans_ups_P2B04.mzXML","expt_3","P2B04",1
"WAN120514_OT2_CW_celegans_ups_P2B07.mzXML","expt_3","P2B07",1
"WAN120514_OT2_CW_celegans_ups_P2B08.mzXML","expt_3","P2B08",1
"WAN120514_OT2_CW_celegans_ups_P2B09.mzXML","expt_3","P2B09",1
"WAN120208_OT2_HCW_Celegans_P1A01.mzXML","expt_4","P1A01",1
"WAN120208_OT2_HCW_Celegans_P1A03.mzXML","expt_4","P1A03",1
"WAN120208_OT2_HCW_Celegans_P1A05.mzXML","expt_4","P1A05",1
"WAN120208_OT2_HCW_Celegans_P1A07.mzXML","expt_4","P1A07",1
"WAN120208_OT2_HCW_Celegans_P1A09.mzXML","expt_4","P1A09",1
"WAN120208_OT2_HCW_Celegans_P1A11.mzXML","expt_4","P1A11",1
"WAN120208_OT2_HCW_Celegans_P1A12.mzXML","expt_4","P1A12",1
"WAN120208_OT2_HCW_Celegans_P1B01.mzXML","expt_4","P1B01",1
"WAN120208_OT2_HCW_Celegans_P1B02.mzXML","expt_4","P1B02",1
"WAN120208_OT2_HCW_Celegans_P1B03.mzXML","expt_4","P1B03",1
"WAN120208_OT2_HCW_Celegans_P1B04.mzXML","expt_4","P1B04",1
"WAN120208_OT2_HCW_Celegans_P1B05.mzXML","expt_4","P1B05",1
"WAN120208_OT2_HCW_Celegans_P1B06.mzXML","expt_4","P1B06",1
"WAN120208_OT2_HCW_Celegans_P1B07.mzXML","expt_4","P1B07",1
"WAN120208_OT2_HCW_Celegans_P1B08.mzXML","expt_4","P1B08",1
"WAN120208_OT2_HCW_Celegans_P1B09_120219144645.mzXML","expt_4","P1B09",2
"WAN120208_OT2_HCW_Celegans_P1B09.mzXML","expt_4","P1B09",2
"WAN120208_OT2_HCW_Celegans_P1B10_120219161647.mzXML","expt_4","P1B10",2
"WAN120208_OT2_HCW_Celegans_P1B10.mzXML","expt_4","P1B10",2
"WAN120208_OT2_HCW_Celegans_P1B11.mzXML","expt_4","P1B11",1
"WAN120208_OT2_HCW_Celegans_P1B12.mzXML","expt_4","P1B12",1
"WAN120208_OT2_HCW_Celegans_P1C01.mzXML","expt_4","P1C01",1
"WAN120208_OT2_HCW_Celegans_P1C02.mzXML","expt_4","P1C02",1
"WAN120208_OT2_HCW_Celegans_P1C03.mzXML","expt_4","P1C03",1
"WAN120208_OT2_HCW_Celegans_P1C04.mzXML","expt_4","P1C04",1
"WAN120208_OT2_HCW_Celegans_P1C05.mzXML","expt_4","P1C05",1
"WAN120208_OT2_HCW_Celegans_P1C06.mzXML","expt_4","P1C06",1
"WAN120220_OT2_HCW_Celegans_P1C07.mzXML","expt_4","P1C07",1
"WAN120220_OT2_HCW_Celegans_P1C08.mzXML","expt_4","P1C08",1
"WAN120220_OT2_HCW_Celegans_P1C09.mzXML","expt_4","P1C09",1
"WAN120220_OT2_HCW_Celegans_P1C10.mzXML","expt_4","P1C10",1
"WAN120220_OT2_HCW_Celegans_P1C11.mzXML","expt_4","P1C11",1
"WAN120220_OT2_HCW_Celegans_P1C12.mzXML","expt_4","P1C12",1
"WAN120220_OT2_HCW_Celegans_P1D01.mzXML","expt_4","P1D01",1
"WAN120220_OT2_HCW_Celegans_P1D02.mzXML","expt_4","P1D02",1
"WAN120220_OT2_HCW_Celegans_P1D03.mzXML","expt_4","P1D03",1
"WAN120220_OT2_HCW_Celegans_P1D04.mzXML","expt_4","P1D04",1
"WAN120220_OT2_HCW_Celegans_P1D05.mzXML","expt_4","P1D05",1
"WAN120220_OT2_HCW_Celegans_P1D06.mzXML","expt_4","P1D06",1
"WAN120220_OT2_HCW_Celegans_P1D07.mzXML","expt_4","P1D07",1
"WAN120220_OT2_HCW_Celegans_P1D08.mzXML","expt_4","P1D08",1
"WAN120220_OT2_HCW_Celegans_P1D09.mzXML","expt_4","P1D09",1
"WAN120220_OT2_HCW_Celegans_P1D10.mzXML","expt_4","P1D10",1
"WAN120220_OT2_HCW_Celegans_P1D11.mzXML","expt_4","P1D11",1
"WAN120220_OT2_HCW_Celegans_P1D12.mzXML","expt_4","P1D12",1
"WAN110628_OT2_Celegans_HCW_P1A01.mzXML","expt_5","P1A01",1
"WAN110628_OT2_Celegans_HCW_P1A02.mzXML","expt_5","P1A02",1
"WAN110628_OT2_Celegans_HCW_P1A03.mzXML","expt_5","P1A03",1
"WAN110628_OT2_Celegans_HCW_P1A04.mzXML","expt_5","P1A04",1
"WAN110628_OT2_Celegans_HCW_P1A05.mzXML","expt_5","P1A05",1
"WAN110628_OT2_Celegans_HCW_P1A06.mzXML","expt_5","P1A06",1
"WAN110628_OT2_Celegans_HCW_P1A07.mzXML","expt_5","P1A07",1
"WAN110628_OT2_Celegans_HCW_P1A08.mzXML","expt_5","P1A08",1
"WAN110628_OT2_Celegans_HCW_P1A09.mzXML","expt_5","P1A09",1
"WAN110628_OT2_Celegans_HCW_P1A10.mzXML","expt_5","P1A10",1
"WAN110628_OT2_Celegans_HCW_P1A11.mzXML","expt_5","P1A11",1
"WAN110628_OT2_Celegans_HCW_P1A12.mzXML","expt_5","P1A12",1
"WAN110628_OT2_Celegans_HCW_P1B01.mzXML","expt_5","P1B01",1
"WAN110628_OT2_Celegans_HCW_P1B02.mzXML","expt_5","P1B02",1
"WAN110628_OT2_Celegans_HCW_P1B03.mzXML","expt_5","P1B03",1
"WAN110628_OT2_Celegans_HCW_P1B04.mzXML","expt_5","P1B04",1
"WAN110628_OT2_Celegans_HCW_P1B05.mzXML","expt_5","P1B05",1
"WAN110628_OT2_Celegans_HCW_P1B06.mzXML","expt_5","P1B06",1
"WAN110628_OT2_Celegans_HCW_P1B07.mzXML","expt_5","P1B07",1
"WAN110628_OT2_Celegans_HCW_P1B08.mzXML","expt_5","P1B08",1
"WAN110628_OT2_Celegans_HCW_P1B09.mzXML","expt_5","P1B09",1
"WAN110628_OT2_Celegans_HCW_P1B10.mzXML","expt_5","P1B10",1
"WAN110628_OT2_Celegans_HCW_P1B11.mzXML","expt_5","P1B11",1
"WAN110628_OT2_Celegans_HCW_P1B12.mzXML","expt_5","P1B12",1
"WAN110628_OT2_Celegans_HCW_P1C01.mzXML","expt_5","P1C01",1
"WAN110628_OT2_Celegans_HCW_P1C02.mzXML","expt_5","P1C02",1
"WAN110628_OT2_Celegans_HCW_P1C03.mzXML","expt_5","P1C03",1
"WAN110628_OT2_Celegans_HCW_P1C04.mzXML","expt_5","P1C04",1
"WAN110628_OT2_Celegans_HCW_P1C05.mzXML","expt_5","P1C05",1
"WAN110628_OT2_Celegans_HCW_P1C06.mzXML","expt_5","P1C06",1
"WAN110628_OT2_Celegans_HCW_P1C07.mzXML","expt_5","P1C07",1
"WAN110628_OT2_Celegans_HCW_P1C08.mzXML","expt_5","P1C08",1
"WAN110628_OT2_Celegans_HCW_P1C09.mzXML","expt_5","P1C09",1
"WAN110628_OT2_Celegans_HCW_P1C10.mzXML","expt_5","P1C10",1
"WAN110628_OT2_Celegans_HCW_P1C11.mzXML","expt_5","P1C11",1
"WAN110628_OT2_Celegans_HCW_P1C12.mzXML","expt_5","P1C12",1
"WAN110628_OT2_Celegans_HCW_P1D01.mzXML","expt_5","P1D01",1
"WAN110628_OT2_Celegans_HCW_P1D02.mzXML","expt_5","P1D02",1
"WAN110628_OT2_Celegans_HCW_P1D03.mzXML","expt_5","P1D03",1
"WAN110628_OT2_Celegans_HCW_P1D04.mzXML","expt_5","P1D04",1
"WAN110628_OT2_Celegans_HCW_P1D05.mzXML","expt_5","P1D05",1
"WAN110628_OT2_Celegans_HCW_P1D06.mzXML","expt_5","P1D06",1
"WAN110628_OT2_Celegans_HCW_P1D07.mzXML","expt_5","P1D07",1
"WAN110628_OT2_Celegans_HCW_P1D08.mzXML","expt_5","P1D08",1
"WAN110628_OT2_Celegans_HCW_P1D09.mzXML","expt_5","P1D09",1
"WAN110628_OT2_Celegans_HCW_P1D10.mzXML","expt_5","P1D10",1
"WAN110628_OT2_Celegans_HCW_P1D11.mzXML","expt_5","P1D11",1
"WAN110628_OT2_Celegans_HCW_P1D12.mzXML","expt_5","P1D12",1
"WAN110628_OT2_Celegans_HCW_P1E01.mzXML","expt_5","P1E01",1
"WAN110628_OT2_Celegans_HCW_P1E02.mzXML","expt_5","P1E02",1
"WAN110628_OT2_Celegans_HCW_P1E03.mzXML","expt_5","P1E03",1
"WAN110628_OT2_Celegans_HCW_P1E04.mzXML","expt_5","P1E04",1
"WAN110628_OT2_Celegans_HCW_P1E05.mzXML","expt_5","P1E05",1
"WAN110628_OT2_Celegans_HCW_P1E06.mzXML","expt_5","P1E06",1
"WAN110628_OT2_Celegans_HCW_P1E07.mzXML","expt_5","P1E07",1
"WAN110628_OT2_Celegans_HCW_P1E08.mzXML","expt_5","P1E08",1
"WAN110628_OT2_Celegans_HCW_P1E09.mzXML","expt_5","P1E09",1
"WAN110628_OT2_Celegans_HCW_P1E10.mzXML","expt_5","P1E10",1
"WAN110628_OT2_Celegans_HCW_P1E11.mzXML","expt_5","P1E11",1
"WAN110628_OT2_Celegans_HCW_P1E12.mzXML","expt_5","P1E12",2
"WAN110701_OT2_Celegans_HCW_P1E12.mzXML","expt_5","P1E12",2
"WAN110701_OT2_Celegans_HCW_P1F01.mzXML","expt_5","P1F01",1
"WAN110701_OT2_Celegans_HCW_P1F02.mzXML","expt_5","P1F02",1
"WAN110701_OT2_Celegans_HCW_P1F03.mzXML","expt_5","P1F03",1
"WAN110701_OT2_Celegans_HCW_P1F04.mzXML","expt_5","P1F04",1
"WAN110701_OT2_Celegans_HCW_P1F05.mzXML","expt_5","P1F05",1
"WAN110701_OT2_Celegans_HCW_P1F06.mzXML","expt_5","P1F06",1
"WAN110701_OT2_Celegans_HCW_P1F07.mzXML","expt_5","P1F07",1
"WAN110701_OT2_Celegans_HCW_P1F08.mzXML","expt_5","P1F08",1
"WAN110701_OT2_Celegans_HCW_P1F09.mzXML","expt_5","P1F09",1
"WAN110701_OT2_Celegans_HCW_P1F10.mzXML","expt_5","P1F10",1
"WAN110701_OT2_Celegans_HCW_P1F11.mzXML","expt_5","P1F11",1
"WAN110701_OT2_Celegans_HCW_P1F12.mzXML","expt_5","P1F12",1
"WAN110701_OT2_Celegans_HCW_P1G01.mzXML","expt_5","P1G01",1
"WAN110701_OT2_Celegans_HCW_P1G02.mzXML","expt_5","P1G02",1
"WAN110701_OT2_Celegans_HCW_P1G03.mzXML","expt_5","P1G03",1
"WAN110701_OT2_Celegans_HCW_P1G04.mzXML","expt_5","P1G04",1
"WAN110701_OT2_Celegans_HCW_P1G05.mzXML","expt_5","P1G05",1
"WAN110701_OT2_Celegans_HCW_P1G06.mzXML","expt_5","P1G06",1
"WAN110701_OT2_Celegans_HCW_P1G07.mzXML","expt_5","P1G07",1
"WAN110701_OT2_Celegans_HCW_P1G08.mzXML","expt_5","P1G08",1
"WAN110701_OT2_Celegans_HCW_P1G09.mzXML","expt_5","P1G09",1
"WAN110701_OT2_Celegans_HCW_P1G10.mzXML","expt_5","P1G10",1
"WAN110701_OT2_Celegans_HCW_P1G11.mzXML","expt_5","P1G11",1
"WAN110701_OT2_Celegans_HCW_P1G12.mzXML","expt_5","P1G12",1
"WAN110701_OT2_Celegans_HCW_P1H01.mzXML","expt_5","P1H01",1
"WAN110701_OT2_Celegans_HCW_P1H02.mzXML","expt_5","P1H02",1
"WAN110701_OT2_Celegans_HCW_P1H03.mzXML","expt_5","P1H03",1
"WAN110701_OT2_Celegans_HCW_P1H04.mzXML","expt_5","P1H04",1
"WAN110701_OT2_Celegans_HCW_P1H05.mzXML","expt_5","P1H05",1
"WAN110701_OT2_Celegans_HCW_P1H06.mzXML","expt_5","P1H06",1
"WAN110701_OT2_Celegans_HCW_P1H07.mzXML","expt_5","P1H07",1
"WAN110701_OT2_Celegans_HCW_P1H08.mzXML","expt_5","P1H08",1
"WAN110701_OT2_Celegans_HCW_P1H09.mzXML","expt_5","P1H09",1
"WAN110701_OT2_Celegans_HCW_P1H10.mzXML","expt_5","P1H10",1
"WAN110701_OT2_Celegans_HCW_P1H11.mzXML","expt_5","P1H11",1
"WAN110701_OT2_Celegans_HCW_P1H12.mzXML","expt_5","P1H12",1
"WAN110701_OT2_Celegans_HCW_P2A01.mzXML","expt_5","P2A01",1
"WAN110701_OT2_Celegans_HCW_P2A02.mzXML","expt_5","P2A02",1
"WAN110701_OT2_Celegans_HCW_P2A03.mzXML","expt_5","P2A03",1
"WAN110701_OT2_Celegans_HCW_P2A04.mzXML","expt_5","P2A04",1
"WAN110701_OT2_Celegans_HCW_P2A05.mzXML","expt_5","P2A05",1
"WAN110701_OT2_Celegans_HCW_P2A06.mzXML","expt_5","P2A06",1
"WAN110701_OT2_Celegans_HCW_P2A08.mzXML","expt_5","P2A08",1
"WAN110701_OT2_Celegans_HCW_P2A09.mzXML","expt_5","P2A09",1
"WAN110701_OT2_Celegans_HCW_P2A10.mzXML","expt_5","P2A10",1
